Unnamed: 0,id_num,picture_num,race,Male,facial_hair,age,glasses,quality
317970_00M19.jpg,317970,0,B,1,,3,,GOOD
307906_06M20.jpg,307906,6,W,1,,4,,GOOD
307112_03M20.jpg,307112,3,W,1,,4,,GOOD
253405_02M25.jpg,253405,2,W,1,,9,,GOOD
293482_02M19.jpg,293482,2,B,1,,3,,GOOD
237107_01F22.jpg,237107,1,B,-1,,6,,GOOD
266084_02M18.jpg,266084,2,W,1,,2,,GOOD
340966_01M16.jpg,340966,1,B,1,,0,,GOOD
345385_01M24.jpg,345385,1,W,1,,8,,GOOD
287865_00M18.jpg,287865,0,B,1,,2,,GOOD
291267_00M24.jpg,291267,0,B,1,,8,,GOOD
247610_00F21.jpg,247610,0,W,-1,,5,,GOOD
344931_00M16.jpg,344931,0,B,1,,0,,GOOD
319027_01M17.jpg,319027,1,H,1,,1,,GOOD
319332_02M17.jpg,319332,2,B,1,,1,,GOOD
273588_03M22.jpg,273588,3,B,1,,6,,GOOD
281651_02M23.jpg,281651,2,B,1,,7,,GOOD
285080_00M19.jpg,285080,0,B,1,,3,,GOOD
297858_00M19.jpg,297858,0,B,1,,3,,GOOD
250582_01M22.jpg,250582,1,B,1,,6,,GOOD
292055_01M20.jpg,292055,1,B,1,,4,,GOOD
239914_02M24.jpg,239914,2,B,1,,8,,GOOD
308363_00M21.jpg,308363,0,A,1,,5,,GOOD
261316_01M22.jpg,261316,1,B,1,,6,,GOOD
323538_02M23.jpg,323538,2,B,1,,7,,GOOD
308243_02F24.jpg,308243,2,W,-1,,8,,GOOD
248264_05M25.jpg,248264,5,W,1,,9,,GOOD
310470_10M20.jpg,310470,10,B,1,,4,,GOOD
296459_10M24.jpg,296459,10,B,1,,8,,GOOD
240994_07M24.jpg,240994,7,B,1,,8,,GOOD
321038_03M24.jpg,321038,3,B,1,,8,,GOOD
221170_00M24.jpg,221170,0,B,1,,8,,GOOD
248934_03M21.jpg,248934,3,B,1,,5,,GOOD
323615_02M19.jpg,323615,2,W,1,,3,,GOOD
218776_04M25.jpg,218776,4,B,1,,9,,GOOD
336813_00M17.jpg,336813,0,B,1,,1,,GOOD
313306_02M22.jpg,313306,2,B,1,,6,,GOOD
246318_00M25.jpg,246318,0,B,1,,9,,GOOD
319716_01M18.jpg,319716,1,B,1,,2,,GOOD
301619_02F19.jpg,301619,2,B,-1,,3,,GOOD
349047_01M17.jpg,349047,1,B,1,,1,,GOOD
240682_01F25.jpg,240682,1,B,-1,,9,,GOOD
251285_01M22.jpg,251285,1,B,1,,6,,GOOD
259581_00M25.jpg,259581,0,B,1,,9,,GOOD
263705_00M21.jpg,263705,0,B,1,,5,,GOOD
331772_00M20.jpg,331772,0,B,1,,4,,GOOD
306556_04M18.jpg,306556,4,B,1,,2,,GOOD
239733_09M24.jpg,239733,9,B,1,,8,,GOOD
334510_03M21.jpg,334510,3,W,1,,5,,GOOD
304061_03M18.jpg,304061,3,B,1,,2,,GOOD
212528_03M25.jpg,212528,3,W,1,,9,,GOOD
295851_06M20.jpg,295851,6,B,1,,4,,GOOD
330373_03M17.jpg,330373,3,B,1,,1,,GOOD
318195_00M23.jpg,318195,0,B,1,,7,,GOOD
297741_01M22.jpg,297741,1,B,1,,6,,GOOD
319915_03M17.jpg,319915,3,B,1,,1,,GOOD
274212_01M23.jpg,274212,1,B,1,,7,,GOOD
345283_00M16.jpg,345283,0,W,1,,0,,GOOD
307061_03M18.jpg,307061,3,B,1,,2,,GOOD
330704_03F16.jpg,330704,3,B,-1,,0,,GOOD
296919_03M20.jpg,296919,3,B,1,,4,,GOOD
281046_04F23.jpg,281046,4,B,-1,,7,,GOOD
229007_00M23.jpg,229007,0,B,1,,7,,GOOD
319842_00M25.jpg,319842,0,H,1,,9,,GOOD
240166_10M25.jpg,240166,10,B,1,,9,,GOOD
281329_00M19.jpg,281329,0,B,1,,3,,GOOD
333581_01M25.jpg,333581,1,B,1,,9,,GOOD
314832_00M18.jpg,314832,0,B,1,,2,,GOOD
314814_03F17.jpg,314814,3,B,-1,,1,,GOOD
268236_02M20.jpg,268236,2,B,1,,4,,GOOD
282408_08F20.jpg,282408,8,B,-1,,4,,GOOD
263482_04M23.jpg,263482,4,B,1,,7,,GOOD
218776_02M24.jpg,218776,2,B,1,,8,,GOOD
283329_01M20.jpg,283329,1,B,1,,4,,GOOD
259907_01M24.jpg,259907,1,B,1,,8,,GOOD
317554_05F25.jpg,317554,5,B,-1,,9,,GOOD
341018_02M16.jpg,341018,2,W,1,,0,,GOOD
335233_00M18.jpg,335233,0,W,1,,2,,GOOD
307392_00M18.jpg,307392,0,B,1,,2,,GOOD
315458_00M19.jpg,315458,0,B,1,,3,,GOOD
325185_04F19.jpg,325185,4,W,-1,,3,,GOOD
213747_00M25.jpg,213747,0,B,1,,9,,GOOD
220259_00M25.jpg,220259,0,B,1,,9,,GOOD
321569_00M16.jpg,321569,0,B,1,,0,,GOOD
299593_00M25.jpg,299593,0,B,1,,9,,GOOD
219261_00M25.jpg,219261,0,W,1,,9,,GOOD
307333_00M23.jpg,307333,0,H,1,,7,,GOOD
287235_01M21.jpg,287235,1,B,1,,5,,GOOD
212307_00M25.jpg,212307,0,B,1,,9,,GOOD
327963_03M17.jpg,327963,3,B,1,,1,,GOOD
298633_00M18.jpg,298633,0,B,1,,2,,GOOD
293410_01M21.jpg,293410,1,B,1,,5,,GOOD
287837_00M19.jpg,287837,0,B,1,,3,,GOOD
274502_01M24.jpg,274502,1,B,1,,8,,GOOD
261454_00F21.jpg,261454,0,B,-1,,5,,GOOD
222051_02M25.jpg,222051,2,B,1,,9,,GOOD
287235_06M23.jpg,287235,6,B,1,,7,,GOOD
293874_02M22.jpg,293874,2,B,1,,6,,GOOD
325951_00M16.jpg,325951,0,B,1,,0,,GOOD
280093_03M20.jpg,280093,3,W,1,,4,,GOOD
328565_03M16.jpg,328565,3,B,1,,0,,GOOD
273250_06F22.jpg,273250,6,B,-1,,6,,GOOD
320459_07M20.jpg,320459,7,B,1,,4,,GOOD
322593_00F17.jpg,322593,0,B,-1,,1,,GOOD
303303_00M21.jpg,303303,0,B,1,,5,,GOOD
291933_04M20.jpg,291933,4,B,1,,4,,GOOD
320124_03M18.jpg,320124,3,B,1,,2,,GOOD
330261_01F21.jpg,330261,1,W,-1,,5,,GOOD
248338_01M24.jpg,248338,1,B,1,,8,,GOOD
332075_04M18.jpg,332075,4,W,1,,2,,GOOD
322432_02M23.jpg,322432,2,B,1,,7,,GOOD
297465_03M19.jpg,297465,3,B,1,,3,,GOOD
319392_00M16.jpg,319392,0,B,1,,0,,GOOD
297340_07M22.jpg,297340,7,B,1,,6,,GOOD
249483_00M22.jpg,249483,0,W,1,,6,,GOOD
246478_03M25.jpg,246478,3,B,1,,9,,GOOD
278368_01M16.jpg,278368,1,B,1,,0,,GOOD
303385_01M20.jpg,303385,1,B,1,,4,,GOOD
212057_01M25.jpg,212057,1,B,1,,9,,GOOD
318087_00M19.jpg,318087,0,B,1,,3,,GOOD
323528_02M21.jpg,323528,2,B,1,,5,,GOOD
316936_00M19.jpg,316936,0,H,1,,3,,GOOD
229007_08M24.jpg,229007,8,B,1,,8,,GOOD
305973_00M18.jpg,305973,0,W,1,,2,,GOOD
327192_01M16.jpg,327192,1,B,1,,0,,GOOD
260992_04M24.jpg,260992,4,B,1,,8,,GOOD
250638_05M23.jpg,250638,5,B,1,,7,,GOOD
295376_03F25.jpg,295376,3,W,-1,,9,,GOOD
279982_01M22.jpg,279982,1,B,1,,6,,GOOD
327533_00M18.jpg,327533,0,B,1,,2,,GOOD
319002_02M16.jpg,319002,2,A,1,,0,,GOOD
294559_00M19.jpg,294559,0,W,1,,3,,GOOD
315806_02M16.jpg,315806,2,B,1,,0,,GOOD
233346_03M25.jpg,233346,3,B,1,,9,,GOOD
323948_01M17.jpg,323948,1,H,1,,1,,GOOD
317981_02M18.jpg,317981,2,H,1,,2,,GOOD
296645_03M20.jpg,296645,3,B,1,,4,,GOOD
223022_06M25.jpg,223022,6,B,1,,9,,GOOD
319749_02M17.jpg,319749,2,B,1,,1,,GOOD
283799_01M20.jpg,283799,1,B,1,,4,,GOOD
283798_00M19.jpg,283798,0,B,1,,3,,GOOD
325943_06M17.jpg,325943,6,B,1,,1,,GOOD
323414_04M19.jpg,323414,4,B,1,,3,,GOOD
291465_03M20.jpg,291465,3,B,1,,4,,GOOD
276472_03M20.jpg,276472,3,B,1,,4,,GOOD
301972_01M20.jpg,301972,1,B,1,,4,,GOOD
319789_00M23.jpg,319789,0,B,1,,7,,GOOD
229631_00M23.jpg,229631,0,B,1,,7,,GOOD
299932_02M23.jpg,299932,2,B,1,,7,,GOOD
312101_01M18.jpg,312101,1,B,1,,2,,GOOD
260197_01M23.jpg,260197,1,B,1,,7,,GOOD
218863_01M25.jpg,218863,1,B,1,,9,,GOOD
290182_02F22.jpg,290182,2,W,-1,,6,,GOOD
300242_01M17.jpg,300242,1,B,1,,1,,GOOD
316780_01F18.jpg,316780,1,B,-1,,2,,GOOD
324147_00M23.jpg,324147,0,B,1,,7,,GOOD
305234_03F19.jpg,305234,3,B,-1,,3,,GOOD
333495_03M19.jpg,333495,3,W,1,,3,,GOOD
325527_02M18.jpg,325527,2,H,1,,2,,GOOD
238335_03M24.jpg,238335,3,B,1,,8,,GOOD
224646_03M24.jpg,224646,3,B,1,,8,,GOOD
308447_01M18.jpg,308447,1,B,1,,2,,GOOD
281502_02M23.jpg,281502,2,B,1,,7,,GOOD
329577_01M16.jpg,329577,1,B,1,,0,,GOOD
286100_00M20.jpg,286100,0,B,1,,4,,GOOD
299702_02M21.jpg,299702,2,W,1,,5,,GOOD
325864_00F16.jpg,325864,0,B,-1,,0,,GOOD
333328_06M17.jpg,333328,6,B,1,,1,,GOOD
212882_01M25.jpg,212882,1,B,1,,9,,GOOD
292055_07M22.jpg,292055,7,B,1,,6,,GOOD
307527_33M19.jpg,307527,33,B,1,,3,,GOOD
311231_03M20.jpg,311231,3,B,1,,4,,GOOD
284566_01M19.jpg,284566,1,B,1,,3,,GOOD
245043_00M24.jpg,245043,0,B,1,,8,,GOOD
321048_01M16.jpg,321048,1,B,1,,0,,GOOD
324692_01M17.jpg,324692,1,H,1,,1,,GOOD
250439_01M23.jpg,250439,1,B,1,,7,,GOOD
262048_02M21.jpg,262048,2,B,1,,5,,GOOD
286294_00M20.jpg,286294,0,B,1,,4,,GOOD
226128_00M24.jpg,226128,0,B,1,,8,,GOOD
228015_02M24.jpg,228015,2,B,1,,8,,GOOD
316863_04M18.jpg,316863,4,B,1,,2,,GOOD
250999_00M21.jpg,250999,0,B,1,,5,,GOOD
292371_01M21.jpg,292371,1,B,1,,5,,GOOD
319332_00M16.jpg,319332,0,B,1,,0,,GOOD
322825_02M18.jpg,322825,2,B,1,,2,,GOOD
332517_01M25.jpg,332517,1,W,1,,9,,GOOD
307590_00M21.jpg,307590,0,B,1,,5,,GOOD
313555_00M25.jpg,313555,0,B,1,,9,,GOOD
308229_02M19.jpg,308229,2,W,1,,3,,GOOD
316565_00M19.jpg,316565,0,W,1,,3,,GOOD
326589_00M16.jpg,326589,0,B,1,,0,,GOOD
243197_03M25.jpg,243197,3,B,1,,9,,GOOD
331423_00F23.jpg,331423,0,B,-1,,7,,GOOD
294313_01M22.jpg,294313,1,H,1,,6,,GOOD
341319_03M22.jpg,341319,3,B,1,,6,,GOOD
308616_00M17.jpg,308616,0,B,1,,1,,GOOD
329355_01F22.jpg,329355,1,W,-1,,6,,GOOD
307200_00M19.jpg,307200,0,H,1,,3,,GOOD
336959_02M19.jpg,336959,2,B,1,,3,,GOOD
321433_01M21.jpg,321433,1,H,1,,5,,GOOD
321038_01M23.jpg,321038,1,B,1,,7,,GOOD
243879_03M25.jpg,243879,3,W,1,,9,,GOOD
334602_02M19.jpg,334602,2,B,1,,3,,GOOD
341505_01M16.jpg,341505,1,B,1,,0,,GOOD
299992_01M19.jpg,299992,1,B,1,,3,,GOOD
259095_04M23.jpg,259095,4,B,1,,7,,GOOD
319186_03M17.jpg,319186,3,B,1,,1,,GOOD
314944_02M18.jpg,314944,2,B,1,,2,,GOOD
331049_01M22.jpg,331049,1,B,1,,6,,GOOD
327015_03M17.jpg,327015,3,W,1,,1,,GOOD
262858_04M21.jpg,262858,4,B,1,,5,,GOOD
347976_01M20.jpg,347976,1,B,1,,4,,GOOD
207380_00M25.jpg,207380,0,B,1,,9,,GOOD
267635_03M25.jpg,267635,3,H,1,,9,,GOOD
273630_00M22.jpg,273630,0,B,1,,6,,GOOD
307527_04M17.jpg,307527,4,B,1,,1,,GOOD
319594_01M17.jpg,319594,1,B,1,,1,,GOOD
309495_00M18.jpg,309495,0,W,1,,2,,GOOD
239462_01M25.jpg,239462,1,B,1,,9,,GOOD
318555_06M18.jpg,318555,6,B,1,,2,,GOOD
247858_05M23.jpg,247858,5,B,1,,7,,GOOD
315976_00M18.jpg,315976,0,B,1,,2,,GOOD
325964_02F18.jpg,325964,2,B,-1,,2,,GOOD
336381_01M22.jpg,336381,1,B,1,,6,,GOOD
344387_01M19.jpg,344387,1,B,1,,3,,GOOD
218896_00M25.jpg,218896,0,B,1,,9,,GOOD
312286_00M17.jpg,312286,0,B,1,,1,,GOOD
301430_01M21.jpg,301430,1,B,1,,5,,GOOD
302128_04M18.jpg,302128,4,B,1,,2,,GOOD
297506_06M20.jpg,297506,6,B,1,,4,,GOOD
316054_00M16.jpg,316054,0,B,1,,0,,GOOD
235114_04M24.jpg,235114,4,W,1,,8,,GOOD
336442_05M19.jpg,336442,5,B,1,,3,,GOOD
316654_04F22.jpg,316654,4,W,-1,,6,,GOOD
351758_00F25.jpg,351758,0,W,-1,,9,,GOOD
321162_03M18.jpg,321162,3,B,1,,2,,GOOD
265215_05M23.jpg,265215,5,B,1,,7,,GOOD
254310_06M23.jpg,254310,6,W,1,,7,,GOOD
303392_01M21.jpg,303392,1,B,1,,5,,GOOD
332029_04M16.jpg,332029,4,B,1,,0,,GOOD
316417_00M19.jpg,316417,0,H,1,,3,,GOOD
324295_01M16.jpg,324295,1,B,1,,0,,GOOD
331131_02M18.jpg,331131,2,B,1,,2,,GOOD
248264_00M23.jpg,248264,0,W,1,,7,,GOOD
328679_02M18.jpg,328679,2,B,1,,2,,GOOD
296611_00M22.jpg,296611,0,W,1,,6,,GOOD
325146_00M19.jpg,325146,0,W,1,,3,,GOOD
299267_04M22.jpg,299267,4,B,1,,6,,GOOD
294905_00F19.jpg,294905,0,B,-1,,3,,GOOD
333349_00M19.jpg,333349,0,B,1,,3,,GOOD
321340_08M19.jpg,321340,8,B,1,,3,,GOOD
319451_07M18.jpg,319451,7,B,1,,2,,GOOD
293221_05M23.jpg,293221,5,B,1,,7,,GOOD
300257_00M22.jpg,300257,0,B,1,,6,,GOOD
316278_02M16.jpg,316278,2,B,1,,0,,GOOD
294833_02M19.jpg,294833,2,B,1,,3,,GOOD
293455_06M21.jpg,293455,6,B,1,,5,,GOOD
349691_01M16.jpg,349691,1,H,1,,0,,GOOD
335858_00M18.jpg,335858,0,B,1,,2,,GOOD
293298_02M21.jpg,293298,2,B,1,,5,,GOOD
319380_01M17.jpg,319380,1,B,1,,1,,GOOD
272151_04M24.jpg,272151,4,B,1,,8,,GOOD
249304_00F22.jpg,249304,0,B,-1,,6,,GOOD
323619_00M16.jpg,323619,0,B,1,,0,,GOOD
334473_00M16.jpg,334473,0,B,1,,0,,GOOD
284802_07M20.jpg,284802,7,B,1,,4,,GOOD
338722_03M24.jpg,338722,3,B,1,,8,,GOOD
224224_00M23.jpg,224224,0,B,1,,7,,GOOD
338281_01M17.jpg,338281,1,B,1,,1,,GOOD
302885_04M19.jpg,302885,4,B,1,,3,,GOOD
269542_08M22.jpg,269542,8,B,1,,6,,GOOD
335023_00M23.jpg,335023,0,W,1,,7,,GOOD
290365_02M19.jpg,290365,2,B,1,,3,,GOOD
329016_01M21.jpg,329016,1,W,1,,5,,GOOD
307779_00M17.jpg,307779,0,W,1,,1,,GOOD
323057_00F22.jpg,323057,0,B,-1,,6,,GOOD
248150_02F25.jpg,248150,2,B,-1,,9,,GOOD
310379_04M19.jpg,310379,4,B,1,,3,,GOOD
288544_01M19.jpg,288544,1,B,1,,3,,GOOD
317535_03M20.jpg,317535,3,H,1,,4,,GOOD
289500_01M18.jpg,289500,1,B,1,,2,,GOOD
273641_04M25.jpg,273641,4,B,1,,9,,GOOD
248752_00M24.jpg,248752,0,B,1,,8,,GOOD
240745_04M25.jpg,240745,4,B,1,,9,,GOOD
286103_11M21.jpg,286103,11,B,1,,5,,GOOD
322252_03M22.jpg,322252,3,B,1,,6,,GOOD
269754_00M25.jpg,269754,0,W,1,,9,,GOOD
297065_02M21.jpg,297065,2,B,1,,5,,GOOD
301558_01M18.jpg,301558,1,W,1,,2,,GOOD
316418_02M25.jpg,316418,2,W,1,,9,,GOOD
313070_00M21.jpg,313070,0,W,1,,5,,GOOD
311548_06M20.jpg,311548,6,B,1,,4,,GOOD
247095_03M24.jpg,247095,3,B,1,,8,,GOOD
298775_02M20.jpg,298775,2,W,1,,4,,GOOD
259056_00M22.jpg,259056,0,B,1,,6,,GOOD
335186_01M17.jpg,335186,1,W,1,,1,,GOOD
258856_01M24.jpg,258856,1,B,1,,8,,GOOD
308349_01M19.jpg,308349,1,W,1,,3,,GOOD
287112_04F22.jpg,287112,4,B,-1,,6,,GOOD
230030_05M25.jpg,230030,5,B,1,,9,,GOOD
295640_02M20.jpg,295640,2,B,1,,4,,GOOD
335180_01F23.jpg,335180,1,B,-1,,7,,GOOD
272740_02M23.jpg,272740,2,B,1,,7,,GOOD
309166_02M20.jpg,309166,2,W,1,,4,,GOOD
315185_06M17.jpg,315185,6,W,1,,1,,GOOD
252850_04M24.jpg,252850,4,W,1,,8,,GOOD
336244_02M17.jpg,336244,2,W,1,,1,,GOOD
293455_01M19.jpg,293455,1,B,1,,3,,GOOD
212882_00M25.jpg,212882,0,B,1,,9,,GOOD
331198_01M19.jpg,331198,1,B,1,,3,,GOOD
311876_01F18.jpg,311876,1,B,-1,,2,,GOOD
262297_04M24.jpg,262297,4,B,1,,8,,GOOD
252979_00M22.jpg,252979,0,B,1,,6,,GOOD
311753_10M19.jpg,311753,10,B,1,,3,,GOOD
332541_01M24.jpg,332541,1,W,1,,8,,GOOD
255375_02M23.jpg,255375,2,W,1,,7,,GOOD
275426_02M21.jpg,275426,2,B,1,,5,,GOOD
308229_00M18.jpg,308229,0,W,1,,2,,GOOD
