file,age,
52_Liam_Neeson_0008.jpg,38,15183
48_Ralph_Macchio_0009.jpg,34,15184
47_Laurence_Fishburne_0009.jpg,33,15185
48_Stanley_Tucci_0003.jpg,34,15186
46_Jennifer_Grey_0001.jpg,32,15201
48_Julia_Louis-Dreyfus_0011.jpg,34,15204
48_Steven_Michael_Quezada_0011.jpg,34,15207
50_Laura_San_Giacomo_0003.jpg,36,15214
47_Robert_Knepper_0016.jpg,33,15217
51_Ellen_DeGeneres_0011.jpg,37,15218
51_Jennifer_Jason_Leigh_0015.jpg,37,15222
48_Anthony_Edwards_0010.jpg,34,15235
52_Robert_Carlyle_0012.jpg,38,15241
53_Peter_Stormare_0006.jpg,39,15243
51_Sean_Young_0010.jpg,37,15248
53_Val_Kilmer_0006.jpg,39,15262
48_Maria_Conchita_Alonso_0011.jpg,34,15270
53_Ted_Levine_0002.jpg,39,15271
53_Anthony_Head_0002.jpg,39,15281
47_Nancy_Travis_0011.jpg,33,15282
49_Nicolas_Cage_0002.jpg,35,15301
46_Jamie_Foxx_0002.jpg,32,15302
51_Rekha_0013.jpg,37,15310
53_Willem_Dafoe_0007.jpg,39,15311
47_Elizabeth_McGovern_0009.jpg,33,15313
46_Helena_Bonham_Carter_0010.jpg,32,15315
51_Kathy_Najimy_0005.jpg,37,15328
52_Bruce_Campbell_0013.jpg,38,15329
46_Donal_Logue_0008.jpg,32,15331
47_Natasha_Richardson_0009.jpg,33,15333
51_Kane_Hodder_0002.jpg,37,15334
52_Thomas_Haden_Church_0003.jpg,38,15342
47_Michael_Wincott_0001.jpg,33,15345
48_Imelda_Staunton_0001.jpg,34,15351
50_Fran_Drescher_0008.jpg,36,15360
46_Luke_Perry_0009.jpg,32,15361
46_Isaiah_Washington_0008.jpg,32,15365
48_Laura_Linney_0006.jpg,34,15367
51_Gary_Oldman_0006.jpg,37,15378
51_Wayne_Knight_0014.jpg,37,15389
47_Marg_Helgenberger_0012.jpg,33,15399
46_Jeanne_Tripplehorn_0001.jpg,32,15419
53_Willem_Dafoe_0013.jpg,39,15424
46_Helena_Bonham_Carter_0004.jpg,32,15431
52_Bruce_Campbell_0007.jpg,38,15438
47_David_Duchovny_0001.jpg,33,15443
47_Mike_Myers_0005.jpg,33,15454
47_Mark_Strong_0009.jpg,33,15467
50_Dwight_Yoakam_0003.jpg,36,15472
46_Jamie_Foxx_0016.jpg,32,15483
47_Robert_Downey_Jr._0008.jpg,33,15487
51_Jennifer_Jason_Leigh_0001.jpg,37,15490
51_Ken_Watanabe_0012.jpg,37,15514
51_Sean_Young_0004.jpg,37,15515
48_Brooke_Shields_0009.jpg,34,15522
53_Val_Kilmer_0012.jpg,39,15530
46_Patrick_Warburton_0006.jpg,32,15548
53_Mary_McDonnell_0009.jpg,39,15569
50_Steven_Soderbergh_0002.jpg,36,15571
49_Paul_Feig_0003.jpg,35,15572
50_Andrew_McCarthy_0005.jpg,36,15573
46_Julia_Louis-Dreyfus_0005.jpg,32,15578
51_John_Travolta_0008.jpg,37,15590
46_Kelly_Lynch_0006.jpg,32,15591
50_Sean_Penn_0014.jpg,36,15592
49_Tom_Kenny_0009.jpg,35,15597
51_Forest_Whitaker_0012.jpg,37,15600
52_Glenne_Headly_0008.jpg,38,15607
50_Clark_Gregg_0010.jpg,36,15620
50_Nastassja_Kinski_0009.jpg,36,15622
53_Catherine_Bach_0010.jpg,39,15625
48_Linda_Hamilton_0003.jpg,34,15656
53_Angela_Bassett_0011.jpg,39,15663
49_Kris_Jenner_0003.jpg,35,15668
52_Ray_Romano_0011.jpg,38,15669
53_Ted_McGinley_0005.jpg,39,15672
50_Denise_Crosby_0007.jpg,36,15678
53_Angela_Bassett_0005.jpg,39,15692
47_Brooke_Shields_0008.jpg,33,15696
46_Frank_Darabont_0018.jpg,32,15703
53_Ted_McGinley_0011.jpg,39,15704
48_Miranda_Richardson_0016.jpg,34,15712
53_Roland_Emmerich_0004.jpg,39,15718
50_Clark_Gregg_0004.jpg,36,15720
48_Michelle_Pfeiffer_0002.jpg,34,15730
52_Roberto_Benigni_0008.jpg,38,15739
47_Jon_Lovitz_0001.jpg,33,15740
47_Madeleine_Stowe_0014.jpg,33,15752
47_Neal_McDonough_0001.jpg,33,15757
52_Donald_Gibb_0009.jpg,38,15763
49_Kevin_Nash_0002.jpg,35,15782
51_Forest_Whitaker_0006.jpg,37,15784
50_Howard_Stern_0004.jpg,36,15797
51_Nancy_Cartwright_0010.jpg,37,15813
52_Billy_Ray_Cyrus_0002.jpg,38,15822
50_Kar_Wai_Wong_0006.jpg,36,15824
46_Maria_Bello_0002.jpg,32,15835
47_Joan_Cusack_0017.jpg,33,15838
49_Laura_Harring_0005.jpg,35,15853
52_David_Hasselhoff_0013.jpg,38,15859
46_Lee_Arenberg_0017.jpg,32,15860
49_Theresa_Russell_0010.jpg,35,15861
49_John_Stamos_0007.jpg,35,15866
47_Matt_Dillon_0001.jpg,33,15868
48_Sherilyn_Fenn_0006.jpg,34,15869
52_Eric_Roberts_0003.jpg,38,15876
52_Denzel_Washington_0004.jpg,38,15886
48_Stephen_Dillane_0001.jpg,34,15892
51_Melissa_Leo_0013.jpg,37,15908
51_Peter_Mullan_0013.jpg,37,15909
52_Craig_Sheffer_0008.jpg,38,15910
47_Lori_Loughlin_0004.jpg,33,15914
53_Greta_Scacchi_0012.jpg,39,15920
52_Simon_Cowell_0001.jpg,38,15925
49_Bryan_Cranston_0009.jpg,35,15930
53_Denis_Leary_0014.jpg,39,15936
47_Alexandra_Paul_0006.jpg,33,15938
52_Peter_Horton_0010.jpg,38,15941
47_Bobcat_Goldthwait_0002.jpg,33,15948
51_Kevin_Nash_0017.jpg,37,15950
48_Garret_Dillahunt_0005.jpg,34,15954
48_Mark_Addy_0006.jpg,34,15964
50_Dermot_Mulroney_0008.jpg,36,15966
50_Elizabeth_Perkins_0002.jpg,36,15971
48_Fran_Drescher_0004.jpg,34,15977
51_Kevin_Nash_0003.jpg,37,15981
51_Michael_Clarke_Duncan_0008.jpg,37,15982
51_Isabelle_Huppert_0004.jpg,37,15984
48_Mark_Addy_0012.jpg,34,16002
46_Embeth_Davidtz_0006.jpg,32,16008
52_Tim_Daly_0008.jpg,38,16012
51_Melissa_Leo_0007.jpg,37,16022
47_Cathy_Moriarty_0010.jpg,33,16025
47_Lori_Loughlin_0010.jpg,33,16032
53_Greta_Scacchi_0006.jpg,39,16042
46_Ben_Stiller_0003.jpg,32,16046
51_Matthew_Modine_0005.jpg,37,16047
52_Simon_Cowell_0015.jpg,38,16051
48_Sherilyn_Fenn_0012.jpg,34,16058
47_Matt_Dillon_0015.jpg,33,16060
49_John_Stamos_0013.jpg,35,16062
51_Dave_Coulier_0003.jpg,37,16070
52_Denzel_Washington_0010.jpg,38,16073
47_Catherine_Keener_0012.jpg,33,16075
46_Christopher_Meloni_0009.jpg,32,16091
47_Linda_Fiorentino_0004.jpg,33,16093
53_Matt_Frewer_0002.jpg,39,16095
52_Michael_Cerveris_0014.jpg,38,16099
52_Tom_Hanks_0001.jpg,38,16108
46_Robert_John_Burke_0004.jpg,32,16125
51_Caroline_Goodall_0003.jpg,37,16126
47_Forest_Whitaker_0001.jpg,33,16130
50_Emilio_Estevez_0014.jpg,36,16133
47_Traylor_Howard_0009.jpg,33,16134
53_Kevin_Costner_0005.jpg,39,16153
51_Oprah_Winfrey_0009.jpg,37,16154
49_Annabella_Sciorra_0009.jpg,35,16156
52_Julianne_Moore_0002.jpg,38,16164
53_Jane_Seymour_0013.jpg,39,16165
51_Madeleine_Stowe_0013.jpg,37,16169
52_Chazz_Palminteri_0003.jpg,38,16172
47_Lisa_Edelstein_0002.jpg,33,16181
46_Eddie_Murphy_0004.jpg,32,16185
50_Thomas_F._Wilson_0014.jpg,36,16186
47_John_Corbett_0008.jpg,33,16189
48_Alexandra_Paul_0007.jpg,34,16198
